setting,date,source,indicator_abbr,indicator_name,dimension,subgroup,estimate,se,ci_lb,ci_ub,population,flag,setting_average,iso3,favourable_indicator,indicator_scale,ordered_dimension,subgroup_order,reference_subgroup,whoreg6,wbincome2024,update,dataset_id
Bangladesh,2000,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,32.80544,NA,19.16753,48.89219,NA,NA,21.65714,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2000,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,11.29029,NA,5.40994,19.40486,NA,NA,21.65714,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2001,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,32.1681,NA,19.35636,47.15569,NA,NA,21.52956,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2001,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,11.59346,NA,5.82333,19.38184,NA,NA,21.52956,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2002,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,31.54152,NA,19.52887,45.5394,NA,NA,21.42046,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2002,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,11.90783,NA,6.29566,19.40987,NA,NA,21.42046,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2003,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,30.92602,NA,19.67501,43.96847,NA,NA,21.32347,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2003,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,12.23172,NA,6.76194,19.3743,NA,NA,21.32347,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,30.32238,NA,19.73113,42.42636,NA,NA,21.23339,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,12.56402,NA,7.24328,19.31273,NA,NA,21.23339,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,29.73024,NA,19.88412,41.10385,NA,NA,21.14961,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,12.90325,NA,7.79615,19.3063,NA,NA,21.14961,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,29.14851,NA,19.92127,39.7039,NA,NA,21.07624,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,13.24828,NA,8.30406,19.30425,NA,NA,21.07624,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,28.57692,NA,19.98048,38.34381,NA,NA,21.00725,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,13.59855,NA,8.78006,19.4532,NA,NA,21.00725,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,28.01634,NA,20.04927,37.07573,NA,NA,20.94296,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,13.95204,NA,9.24286,19.54963,NA,NA,20.94296,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,27.46396,NA,19.92802,35.93939,NA,NA,20.8759,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,14.30695,NA,9.74919,19.74151,NA,NA,20.8759,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,26.91829,NA,19.8102,35.07707,NA,NA,20.80001,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,14.66367,NA,10.19859,19.92692,NA,NA,20.80001,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,26.37898,NA,19.56735,34.1371,NA,NA,20.72222,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.02259,NA,10.63538,20.19341,NA,NA,20.72222,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,25.84702,NA,19.18755,33.44561,NA,NA,20.64837,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.38747,NA,10.93236,20.57591,NA,NA,20.64837,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,25.32307,NA,18.77795,32.64732,NA,NA,20.58225,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.75994,NA,11.26357,21.07783,NA,NA,20.58225,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,24.80725,NA,18.31976,32.12107,NA,NA,20.52085,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,16.13983,NA,11.51402,21.49575,NA,NA,20.52085,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,24.30162,NA,17.68457,31.8673,NA,NA,20.46671,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,16.53305,NA,11.68463,21.9663,NA,NA,20.46671,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2016,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,23.80666,NA,16.9933,31.70913,NA,NA,20.42183,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2016,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,16.94129,NA,11.89504,22.65509,NA,NA,20.42183,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2017,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,23.31897,NA,16.29148,31.51495,NA,NA,20.38455,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2017,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,17.36227,NA,12.02421,23.51515,NA,NA,20.38455,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2018,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,22.83421,NA,15.4794,31.44397,NA,NA,20.35258,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2018,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,17.79389,NA,12.12165,24.4565,NA,NA,20.35258,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2019,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,22.3514,NA,14.65774,31.54112,NA,NA,20.32695,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2019,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,18.23767,NA,12.10803,25.44477,NA,NA,20.32695,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2020,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,21.8736,NA,13.97786,31.61006,NA,NA,20.30957,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2020,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,18.69464,NA,12.10504,26.56742,NA,NA,20.30957,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2021,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,21.40215,NA,13.12868,31.75266,NA,NA,20.30042,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2021,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,19.16545,NA,12.14804,27.61508,NA,NA,20.30042,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2022,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,20.93691,NA,12.34425,31.87169,NA,NA,20.30007,BGD,0,100,0,0,0,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Bangladesh,2022,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,19.65025,NA,12.09835,28.81788,NA,NA,20.30007,BGD,0,100,0,0,1,South-East Asia,Lower middle income,20 September 2024,rep_gho_ncd
Barbados,2000,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,40.17733,NA,21.39735,60.3535,NA,NA,34.72612,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2000,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,28.74946,NA,14.89992,46.49356,NA,NA,34.72612,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2001,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,40.66662,NA,22.81074,59.51799,NA,NA,35.15225,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2001,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,29.10038,NA,15.80406,45.90325,NA,NA,35.15225,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2002,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,41.16274,NA,24.13614,58.82548,NA,NA,35.5839,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2002,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,29.45342,NA,16.74743,45.17542,NA,NA,35.5839,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2003,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,41.6637,NA,25.6298,58.30075,NA,NA,36.0169,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2003,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,29.80638,NA,17.53428,44.66733,NA,NA,36.0169,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,42.16948,NA,26.87217,57.78624,NA,NA,36.45117,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,30.15737,NA,18.16861,44.26465,NA,NA,36.45117,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,42.67982,NA,28.11503,57.51207,NA,NA,36.88574,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,30.50419,NA,18.76748,44.03288,NA,NA,36.88574,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,43.19332,NA,28.93826,57.46057,NA,NA,37.32081,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,30.84637,NA,19.39828,43.94164,NA,NA,37.32081,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,43.71101,NA,29.7184,58.09684,NA,NA,37.75601,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,31.18317,NA,19.83284,43.79152,NA,NA,37.75601,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,44.23193,NA,30.12852,58.78174,NA,NA,38.19041,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,31.51503,NA,20.26499,44.01552,NA,NA,38.19041,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,44.75516,NA,30.65342,59.95206,NA,NA,38.62539,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,31.84214,NA,20.33459,44.57563,NA,NA,38.62539,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,45.28048,NA,30.5699,60.84831,NA,NA,39.05298,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,32.16502,NA,20.44021,45.12468,NA,NA,39.05298,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,45.80711,NA,30.23226,62.25746,NA,NA,39.47194,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,32.48406,NA,20.43409,46.23624,NA,NA,39.47194,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,46.33235,NA,29.84728,63.83185,NA,NA,39.88718,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,32.79946,NA,20.20696,47.34873,NA,NA,39.88718,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,46.85503,NA,29.54346,65.53921,NA,NA,40.30006,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,33.11261,NA,19.92758,48.33258,NA,NA,40.30006,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,47.37528,NA,28.909,67.24091,NA,NA,40.71453,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,33.42954,NA,19.66207,49.40255,NA,NA,40.71453,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,47.89205,NA,28.11427,69.05044,NA,NA,41.13054,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,33.75524,NA,19.15776,50.61854,NA,NA,41.13054,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2016,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,48.40393,NA,27.15881,70.8742,NA,NA,41.54812,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2016,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,34.09135,NA,18.63927,52.11195,NA,NA,41.54812,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2017,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,48.90972,NA,26.34911,72.6273,NA,NA,41.96595,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2017,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,34.43543,NA,17.88771,53.76568,NA,NA,41.96595,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2018,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,49.40689,NA,25.30851,74.32678,NA,NA,42.382,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2018,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,34.78474,NA,17.30519,55.2435,NA,NA,42.382,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2019,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,49.89574,NA,24.12798,75.98001,NA,NA,42.79791,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2019,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,35.14237,NA,16.727,57.00349,NA,NA,42.79791,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2020,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,50.37579,NA,23.11545,77.55251,NA,NA,43.21174,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2020,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,35.50857,NA,16.01719,58.4643,NA,NA,43.21174,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2021,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,50.84713,NA,22.03793,79.17664,NA,NA,43.62303,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2021,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,35.88217,NA,15.39608,60.07614,NA,NA,43.62303,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2022,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,51.30912,NA,20.95657,80.88833,NA,NA,44.03265,BRB,0,100,0,0,0,Americas,High income,20 September 2024,rep_gho_ncd
Barbados,2022,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,36.26201,NA,14.79127,61.72569,NA,NA,44.03265,BRB,0,100,0,0,1,Americas,High income,20 September 2024,rep_gho_ncd
Belarus,2000,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,21.61511,NA,5.36931,49.10252,NA,NA,18.79988,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2000,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.46757,NA,4.46837,33.26338,NA,NA,18.79988,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2001,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,21.17138,NA,5.69472,46.99984,NA,NA,18.53981,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2001,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.42791,NA,4.81498,32.08281,NA,NA,18.53981,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2002,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,20.73438,NA,6.06194,45.06497,NA,NA,18.28716,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2002,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.39397,NA,5.23203,31.29578,NA,NA,18.28716,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2003,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,20.30343,NA,6.47198,42.78616,NA,NA,18.04024,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2003,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.36391,NA,5.60594,30.02833,NA,NA,18.04024,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,19.87666,NA,6.81678,40.52255,NA,NA,17.79584,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.3356,NA,6.0277,29.02595,NA,NA,17.79584,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
